equipment,date,variable1,variable2
000000,2014-10-30,6.55,106.5
000000,2014-10-31,7.75,130.5
000000,2014-11-01,7.6,122.0
000000,2014-11-02,0.0,0.0
000000,2014-11-03,5.15,78.0
000000,2014-11-04,6.05,93.0
000000,2014-11-05,18.85,297.5
000000,2014-11-06,7.5,110.0
000000,2014-11-07,12.5,225.5
000000,2014-11-08,2.15,21.5
000000,2014-11-09,8.3,122.5
000000,2014-11-10,14.6,224.0
000000,2014-11-11,13.6,216.0
000000,2014-11-12,14.35,255.5
000000,2014-11-13,11.4,167.0
000000,2014-11-14,7.35,143.0
000000,2014-11-15,12.05,179.5
000000,2014-11-16,6.6,114.5
000000,2014-11-17,6.75,124.5
000000,2014-11-18,7.1,102.0
000000,2014-11-19,7.55,124.0
000000,2014-11-20,10.85,152.0
000000,2014-11-21,9.95,182.5
000000,2014-11-22,11.4,202.0
000000,2014-11-23,6.65,85.0
000000,2014-11-24,10.45,189.0
000000,2014-11-25,15.8,253.0
000000,2014-11-26,14.1,252.0
000000,2014-11-27,15.0,266.0
000000,2014-11-28,4.4,52.0
000000,2014-11-29,0.25,1.5
000000,2014-11-30,9.7,162.0
000000,2014-12-01,10.5,195.5
000000,2014-12-02,6.9,117.5
000000,2014-12-03,7.7,145.0
000000,2014-12-04,6.55,79.0
000000,2014-12-05,8.9,151.5
000000,2014-12-06,7.35,137.0
000000,2014-12-07,6.65,106.5
000000,2014-12-08,4.5,52.5
000000,2014-12-09,1.4,7.0
000000,2014-12-10,10.8,203.0
000000,2014-12-11,9.2,160.5
000000,2014-12-12,7.25,124.0
000000,2014-12-13,10.85,185.5
000000,2014-12-14,0.1,1.0
000000,2014-12-15,12.5,211.5
000000,2014-12-16,14.7,265.5
000000,2014-12-17,14.6,232.5
000000,2014-12-18,14.3,241.0
000000,2014-12-19,12.15,181.5
000000,2014-12-20,14.7,281.0
000000,2014-12-21,8.6,106.5
000000,2014-12-22,14.5,253.0
000000,2014-12-23,13.2,210.5
000000,2014-12-24,13.1,240.0
000000,2014-12-25,15.8,267.5
000000,2014-12-26,6.55,122.0
000000,2014-12-27,8.35,131.5
000000,2014-12-28,9.0,155.0
000000,2014-12-29,14.35,259.5
000000,2014-12-30,6.95,51.5
000000,2014-12-31,1.5,26.5
000000,2015-01-01,5.15,67.5
000000,2015-01-02,13.8,193.0
000000,2015-01-03,13.1,206.5
000000,2015-01-04,11.25,174.0
000000,2015-01-05,2.1,14.5
000000,2015-01-06,0.15,2.0
000000,2015-01-07,1.45,6.0
000000,2015-01-08,3.9,39.5
000000,2015-01-09,9.95,148.0
000000,2015-01-10,12.65,109.5
000000,2015-01-11,12.8,199.5
000000,2015-01-12,14.15,212.5
000000,2015-01-13,8.95,116.0
000000,2015-01-14,12.45,176.0
000000,2015-01-15,8.05,127.5
000000,2015-01-16,8.0,126.0
000000,2015-01-17,14.15,207.5
000000,2015-01-18,8.2,102.5
000000,2015-01-19,7.75,95.0
000000,2015-01-20,12.9,196.5
000000,2015-01-21,12.0,193.5
000000,2015-01-22,14.65,230.0
000000,2015-01-23,7.9,119.0
000000,2015-01-24,12.65,244.0
000000,2015-01-25,6.7,116.0
000000,2015-01-26,5.65,90.0
000000,2015-01-27,7.15,121.5
000000,2015-01-28,10.0,158.0
000000,2015-01-29,7.8,126.0
000000,2015-01-30,9.05,149.0
000000,2015-01-31,14.75,255.5
000000,2015-02-01,1.35,5.5
000000,2015-02-02,12.8,233.0
000000,2015-02-03,7.7,108.5
000000,2015-02-04,5.0,67.0
000000,2015-02-05,5.35,57.0
000000,2015-02-06,12.45,214.5
000000,2015-02-07,13.55,222.5
000000,2015-02-08,2.1,16.0
000000,2015-02-09,11.2,175.0
000000,2015-02-10,12.25,157.5
000000,2015-02-11,6.9,97.0
000000,2015-02-12,9.7,155.0
000000,2015-02-13,10.55,154.0
000000,2015-02-14,7.7,103.5
000000,2015-02-15,0.7,3.5
000000,2015-02-16,6.45,81.0
000000,2015-02-17,13.2,209.0
000000,2015-02-18,5.7,79.5
000000,2015-02-19,3.0,37.5
000000,2015-02-20,13.85,188.0
000000,2015-02-21,6.35,94.5
000000,2015-02-22,9.6,162.5
000000,2015-02-23,9.0,145.0
000000,2015-02-24,6.85,102.5
000000,2015-02-25,6.5,95.0
000000,2015-02-26,1.1,5.5
000000,2015-02-27,10.9,185.0
000000,2015-02-28,14.6,230.0
000000,2015-03-01,7.8,142.0
000000,2015-03-02,8.1,116.5
000000,2015-03-03,10.5,168.5
000000,2015-03-04,8.2,134.5
000000,2015-03-05,7.35,103.5
000000,2015-03-06,13.25,219.0
000000,2015-03-07,5.65,79.0
000000,2015-03-08,14.25,233.0
000000,2015-03-09,15.9,266.5
000000,2015-03-10,18.75,319.0
000000,2015-03-11,19.25,349.5
000000,2015-03-12,20.15,343.5
000000,2015-03-13,3.45,52.0
000000,2015-03-14,15.15,264.5
000000,2015-03-15,9.45,163.0
000000,2015-03-16,15.35,267.0
000000,2015-03-17,12.45,201.0
000000,2015-03-18,11.2,168.5
000000,2015-03-19,7.55,110.0
000000,2015-03-20,13.55,194.5
000000,2015-03-21,7.95,116.5
000000,2015-03-22,8.2,114.5
000000,2015-03-23,13.0,196.0
000000,2015-03-24,14.4,258.5
000000,2015-03-25,13.85,221.0
000000,2015-03-26,6.2,89.5
000000,2015-03-27,12.7,227.0
000000,2015-03-28,8.3,141.5
000000,2015-03-29,2.1,28.0
000000,2015-03-30,8.8,132.0
000000,2015-03-31,13.55,236.0
000000,2015-04-01,6.3,103.5
000000,2015-04-02,2.6,13.5
000000,2015-04-03,9.3,168.0
000000,2015-04-04,12.4,204.5
000000,2015-04-05,11.5,210.0
000000,2015-04-06,14.6,240.0
000000,2015-04-07,11.35,184.5
000000,2015-04-08,13.5,205.0
000000,2015-04-09,12.1,175.5
000000,2015-04-10,8.55,135.0
000000,2015-04-11,8.5,136.5
000000,2015-04-12,8.65,128.0
000000,2015-04-13,8.5,145.5
000000,2015-04-14,12.3,207.0
000000,2015-04-15,11.35,188.0
000000,2015-04-16,11.0,175.5
000000,2015-04-17,15.5,271.5
000000,2015-04-18,6.55,95.0
000000,2015-04-19,11.7,202.5
000000,2015-04-20,16.7,295.5
000000,2015-04-21,11.4,199.5
000000,2015-04-22,11.1,196.0
000000,2015-04-23,11.0,183.0
000000,2015-04-24,7.6,120.0
000000,2015-04-25,10.6,201.0
000000,2015-04-26,9.8,173.0
000000,2015-04-27,8.4,128.0
000000,2015-04-28,15.5,270.0
000000,2015-04-29,9.05,151.5
000000,2015-04-30,8.35,104.5
000000,2015-05-01,13.1,238.0
000000,2015-05-02,13.05,227.0
000000,2015-05-03,8.05,132.0
000000,2015-05-04,14.05,224.0
000000,2015-05-05,11.5,204.5
000000,2015-05-06,9.95,183.5
000000,2015-05-07,10.2,178.0
000000,2015-05-08,15.15,240.5
000000,2015-05-09,16.75,268.0
000000,2015-05-10,17.2,290.0
000000,2015-05-11,11.9,210.0
000000,2015-05-12,18.0,321.5
000000,2015-05-13,10.25,153.5
000000,2015-05-14,14.65,267.0
000000,2015-05-15,10.55,174.0
000000,2015-05-16,12.05,183.5
000000,2015-05-17,11.75,220.5
000000,2015-05-18,13.8,231.0
000000,2015-05-19,13.45,257.5
000000,2015-05-20,13.7,273.0
000000,2015-05-21,14.8,253.5
000000,2015-05-22,13.15,232.0
000000,2015-05-23,10.55,187.5
000000,2015-05-24,15.15,239.0
000000,2015-05-25,14.2,234.0
000000,2015-05-26,12.95,216.5
000000,2015-05-27,10.3,172.0
000000,2015-05-28,10.75,204.0
000000,2015-05-29,13.95,201.5
000000,2015-05-30,8.5,139.0
000000,2015-05-31,7.55,138.5
000000,2015-06-01,14.6,268.5
000000,2015-06-02,1.1,6.5
000000,2015-06-03,0.75,3.0
000000,2015-06-04,9.5,107.0
000000,2015-06-05,12.45,181.0
000000,2015-06-06,14.8,263.5
000000,2015-06-07,11.0,187.5
000000,2015-06-08,13.5,234.5
000000,2015-06-09,14.3,274.0
000000,2015-06-10,11.25,210.5
000000,2015-06-11,14.45,235.5
000000,2015-06-12,6.0,93.5
000000,2015-06-13,8.85,171.0
000000,2015-06-14,0.0,0.5
000000,2015-06-15,10.65,177.5
000000,2015-06-16,15.9,288.0
000000,2015-06-17,1.35,6.5
000000,2015-06-18,0.0500000000002,0.5
000000,2015-06-19,9.95,151.5
000000,2015-06-20,9.5,188.0
000000,2015-06-21,7.95,146.5
000000,2015-06-22,15.5,277.0
000000,2015-06-23,12.2,196.0
000000,2015-06-24,13.75,234.0
000000,2015-06-25,14.35,268.0
000000,2015-06-26,13.3,246.0
000000,2015-06-27,13.55,234.5
000000,2015-06-28,2.9,36.0
000000,2015-06-29,13.5,210.5
000000,2015-06-30,13.2,233.5
000000,2015-07-01,14.7,263.5
000000,2015-07-02,13.1,239.0
000000,2015-07-03,9.8,188.5
000000,2015-07-04,10.4,194.5
000000,2015-07-05,13.2,261.0
000000,2015-07-06,14.6,279.5
000000,2015-07-07,14.35,265.5
000000,2015-07-08,10.55,163.5
000000,2015-07-09,6.8,101.0
000000,2015-07-10,2.25,42.5
000000,2015-07-11,13.1,290.5
000000,2015-07-12,7.3,135.5
000000,2015-07-13,15.7,322.0
000000,2015-07-14,17.1,336.5
000000,2015-07-15,17.1,349.5
000000,2015-07-16,1.25,11.5
000000,2015-07-17,0.0,0.0
000000,2015-07-18,0.0,0.0
000000,2015-07-19,0.0,0.0
000000,2015-07-20,11.95,241.0
000000,2015-07-21,13.9,275.5
000000,2015-07-22,7.1,116.5
000000,2015-07-23,14.3,299.0
000000,2015-07-24,15.0,313.0
000000,2015-07-25,3.95,75.0
000000,2015-07-26,11.95,239.5
000000,2015-07-27,14.9,288.5
000000,2015-07-28,11.4,218.0
000000,2015-07-29,11.65,262.5
000000,2015-07-30,9.3,200.5
000000,2015-07-31,8.35,208.0
000000,2015-08-01,4.35,91.0
000000,2015-08-02,12.15,233.5
000000,2015-08-03,13.65,254.0
000000,2015-08-04,12.7,257.5
000000,2015-08-05,3.9,78.5
000000,2015-08-06,13.8,219.0
000000,2015-08-07,13.4,287.5
000000,2015-08-08,14.5,280.5
000000,2015-08-09,13.65,263.0
000000,2015-08-10,15.45,293.5
000000,2015-08-11,12.8,252.5
000000,2015-08-12,13.75,251.5
000000,2015-08-13,10.8,201.5
000000,2015-08-14,15.1,313.0
000000,2015-08-15,15.4,276.0
000000,2015-08-16,14.5,301.5
000000,2015-08-17,9.1,183.5
000000,2015-08-18,15.3,307.5
000000,2015-08-19,15.95,306.0
000000,2015-08-20,0.0999999999995,0.0
000000,2015-08-21,0.0,0.0
000000,2015-08-22,0.0,0.0
000000,2015-08-23,0.0,0.0
000000,2015-08-24,0.0,0.0
000000,2015-08-25,0.0,0.0
000000,2015-08-26,0.0,0.0
000000,2015-08-27,0.0,0.0
000000,2015-08-28,0.0,0.0
000000,2015-08-29,0.0,0.0
000000,2015-08-30,0.0,0.0
000000,2015-08-31,0.0,0.0
000000,2015-09-01,0.0,0.0
000000,2015-09-02,0.0,0.0
000000,2015-09-03,0.0,0.0
000000,2015-09-04,0.0,0.0
000000,2015-09-05,0.0,0.0
000000,2015-09-06,0.0,0.0
000000,2015-09-07,0.0,0.0
000000,2015-09-08,0.0,0.0
000000,2015-09-09,0.0,0.0
000000,2015-09-10,0.0,0.0
000000,2015-09-11,0.0,0.0
000000,2015-09-12,0.0,0.0
000000,2015-09-13,0.0,0.0
000000,2015-09-14,0.0,0.0
000000,2015-09-15,0.0,0.0
000000,2015-09-16,0.0,0.0
000000,2015-09-17,0.0,0.0
000000,2015-09-18,0.0,0.0
000000,2015-09-19,0.0,0.0
000000,2015-09-20,0.0,0.0
000000,2015-09-21,0.0,0.0
000000,2015-09-22,0.0,0.0
000000,2015-09-23,0.0,0.0
000000,2015-09-24,0.0,0.0
000000,2015-09-25,0.0,0.0
000000,2015-09-26,0.0,0.0
000000,2015-09-27,0.0,0.0
000000,2015-09-28,0.0,0.0
000000,2015-09-29,0.0,0.0
000000,2015-09-30,0.0,0.0
000000,2015-10-01,0.0,0.0
000000,2015-10-02,0.0,0.0
000000,2015-10-03,0.0,0.0
000000,2015-10-04,0.0,0.0
000000,2015-10-05,0.0,0.0
000000,2015-10-06,0.0,0.0
000000,2015-10-07,0.0,0.0
000000,2015-10-08,0.0,0.0
000000,2015-10-09,0.0,0.0
000000,2015-10-10,0.0,0.0
000000,2015-10-11,0.0,0.0
000000,2015-10-12,0.0,0.0
000000,2015-10-13,0.0,0.0
000000,2015-10-14,0.0,0.0
000000,2015-10-15,0.0,0.0
000000,2015-10-16,0.0,0.0
000000,2015-10-17,0.0,0.0
000000,2015-10-18,0.0,0.0
000000,2015-10-19,0.0,0.0
000000,2015-10-20,0.0,0.0
000000,2015-10-21,0.0,0.0
000000,2015-10-22,0.0,0.0
000000,2015-10-23,0.0,0.0
000000,2015-10-24,0.0,0.0
000000,2015-10-25,0.0,0.0
000000,2015-10-26,0.0,0.0
000000,2015-10-27,0.0,0.0
000000,2015-10-28,0.0,0.0
000000,2015-10-29,0.0,0.0
000000,2015-10-30,0.0,0.0
000000,2015-10-31,0.0,0.0
000000,2015-11-01,0.0,0.0
000000,2015-11-02,0.0,0.0
000000,2015-11-03,0.0,0.0
000000,2015-11-04,0.0,0.0
000000,2015-11-05,0.0,0.0
000000,2015-11-06,0.0,0.0
000000,2015-11-07,0.0,0.0
000000,2015-11-08,0.0,0.0
000000,2015-11-09,0.0,0.0
000000,2015-11-10,0.0,0.0
000000,2015-11-11,0.0,0.0
000000,2015-11-12,0.0,0.0
000000,2015-11-13,0.0,0.0
000000,2015-11-14,0.0,0.0
000000,2015-11-15,0.0,0.0
000000,2015-11-16,0.0,0.0
000000,2015-11-17,0.0,0.0
000000,2015-11-18,0.0,0.0
000000,2015-11-19,0.0,0.0
000000,2015-11-20,0.0,0.0
000000,2015-11-21,0.0,0.0
000000,2015-11-22,0.0,0.0
000000,2015-11-23,0.0,0.0
000000,2015-11-24,0.0,0.0
000000,2015-11-25,0.0,0.0
000000,2015-11-26,0.0,0.0
000000,2015-11-27,0.0,0.0
000000,2015-11-28,0.0,0.0
000000,2015-11-29,0.0,0.0
000000,2015-11-30,0.0,0.0
000000,2015-12-01,0.0,0.0
000000,2015-12-02,0.0,0.0
000000,2015-12-03,0.0,0.0
000000,2015-12-04,0.0,0.0
000000,2015-12-05,0.0,0.0
000000,2015-12-06,0.0,0.0
000000,2015-12-07,0.0,0.0
000000,2015-12-08,0.0,0.0
000000,2015-12-09,0.0,0.0
000000,2015-12-10,0.0,0.0
000000,2015-12-11,0.0,0.0
000000,2015-12-12,0.0,0.0
000000,2015-12-13,0.0,0.0
000000,2015-12-14,0.0,0.0
000000,2015-12-25,0.0,0.0
000000,2015-12-26,0.0,0.0
000000,2015-12-27,0.0,0.0
000000,2015-12-28,0.0,0.0
000000,2015-12-29,0.0,0.0
000000,2015-12-30,0.0,0.0
000000,2015-12-31,0.0,0.0
000000,2016-01-01,0.0,0.0
000000,2016-01-02,0.0,0.0
000000,2016-01-03,0.0,0.0
000000,2016-01-04,0.0,0.0
000000,2016-01-05,0.0,0.0
000000,2016-01-06,0.0,0.0
000000,2016-01-07,0.0,0.0
000000,2016-01-08,0.0,0.0
000000,2016-01-09,0.0,0.0
000000,2016-01-10,0.0,0.0
000000,2016-01-11,0.0,0.0
000000,2016-01-12,0.0,0.0
000000,2016-01-13,0.0,0.0
000000,2016-01-14,0.0,0.0
000000,2016-01-15,0.0,0.0
000000,2016-01-16,0.0,0.0
000000,2016-01-17,0.0,0.0
000000,2016-01-18,0.0,0.0
000000,2016-01-19,0.0,0.0
000000,2016-01-20,0.0,0.0
000000,2016-01-21,0.0,0.0
000000,2016-01-22,0.0,0.0
000000,2016-01-23,0.0,0.0
000000,2016-01-24,0.0,0.0
000000,2016-01-25,0.0,0.0
000000,2016-01-26,0.0,0.0
000000,2016-01-27,0.0,0.0
000000,2016-01-28,0.0,0.0
000000,2016-01-29,0.0,0.0
000000,2016-01-30,0.0,0.0
000000,2016-01-31,0.0,0.0
000000,2016-02-01,0.0,0.0
000000,2016-02-02,0.0,0.0
000000,2016-02-03,0.0,0.0
000000,2016-02-04,0.0,0.0
000000,2016-02-05,0.0,0.0
000000,2016-02-06,0.0,0.0
000000,2016-02-07,0.0,0.0
000000,2016-02-08,0.0,0.0
000000,2016-02-09,0.0,0.0
000000,2016-02-10,0.0,0.0
000000,2016-02-11,0.0,0.0
000000,2016-02-12,0.0,0.0
000000,2016-02-13,0.0,0.0
000000,2016-02-14,0.0,0.0
000000,2016-02-15,0.0,0.0
000000,2016-02-16,0.0,0.0
000000,2016-02-17,0.0,0.0
000000,2016-02-18,0.0,0.0
000000,2016-02-19,0.0,0.0
000000,2016-02-20,0.0,0.0
000000,2016-02-21,0.0,0.0
000000,2016-02-22,0.0,0.0
000000,2016-02-23,0.0,0.0
000000,2016-02-24,0.0,0.0
000000,2016-02-25,0.0,0.0
000000,2016-02-26,0.0,0.0
000000,2016-02-27,0.0,0.0
000000,2016-02-28,0.0,0.0
000000,2016-02-29,0.0,0.0
000000,2016-03-01,0.0,0.0
000000,2016-03-02,0.0,0.0
000000,2016-03-03,0.0,0.0
000000,2016-03-04,0.0,0.0
000000,2016-03-05,0.0,0.0
000000,2016-03-06,0.0,0.0
000000,2016-03-07,0.0,0.0
000000,2016-03-08,0.0,0.0
000000,2016-03-09,0.0,0.0
000000,2016-03-10,0.0,0.0
000000,2016-03-11,0.0,0.0
000000,2016-03-12,0.0,0.0
000000,2016-03-13,0.0,0.0
000000,2016-03-14,0.0,0.0
000000,2016-03-15,0.0,0.0
000000,2016-03-16,0.0,0.0
000000,2016-03-17,0.0,0.0
000000,2016-03-18,0.0,0.0
000000,2016-03-19,0.0,0.0
000000,2016-03-20,0.0,0.0
000000,2016-03-21,0.0,0.0
000000,2016-03-22,0.0,0.0
000000,2016-03-23,0.0,0.0
000000,2016-03-24,0.0,0.0
000000,2016-03-25,0.0,0.0
000000,2016-03-26,0.0,0.0
000000,2016-03-27,0.0,0.0
000000,2016-03-28,0.0,0.0
000000,2016-03-29,0.0,0.0
000000,2016-03-30,0.0,0.0
000000,2016-03-31,0.0,0.0
000000,2016-04-01,0.0,0.0
000000,2016-04-02,0.0,0.0
000000,2016-04-03,0.0,0.0
000000,2016-04-04,0.0,0.0
000000,2016-04-05,0.0,0.0
000000,2016-04-06,0.0,0.0
000000,2016-04-07,0.0,0.0
000000,2016-04-08,0.0,0.0
000000,2016-04-09,0.0,0.0
000000,2016-04-10,0.0,0.0
000000,2016-04-11,0.0,0.0
000000,2016-04-12,0.0,0.0
000000,2016-04-13,0.0,0.0
000000,2016-04-14,0.0,0.0
000000,2016-04-15,0.0,0.0
000000,2016-04-16,0.0,0.0
000000,2016-04-17,0.0,0.0
000000,2016-04-18,0.0,0.0
000000,2016-04-19,0.0,0.0
000000,2016-04-20,0.0,0.0
000000,2016-04-21,0.0,0.0
000000,2016-04-22,0.0,0.0
000000,2016-04-23,0.0,0.0
000000,2016-04-24,0.0,0.0
000000,2016-04-25,0.0,0.0
000000,2016-04-26,0.0,0.0
000000,2016-04-27,0.0,0.0
000000,2016-04-28,0.0,0.0
000000,2016-04-29,0.0,0.0
000000,2016-04-30,0.0,0.0
000000,2016-05-01,0.0,0.0
000000,2016-05-02,0.0,0.0
000000,2016-05-03,0.0,0.0
000000,2016-05-04,0.0,0.0
000000,2016-05-05,0.0,0.0
000000,2016-05-06,0.0,0.0
000000,2016-05-07,0.0,0.0
000000,2016-05-08,0.0,0.0
000000,2016-05-09,0.0,0.0
000000,2016-05-10,0.0,0.0
000000,2016-05-11,0.0,0.0
000000,2016-05-12,0.0,0.0
000000,2016-05-13,0.0,0.0
000000,2016-05-14,0.0,0.0
000000,2016-05-15,0.0,0.0
000000,2016-05-16,0.0,0.0
000000,2016-05-17,0.0,0.0
000000,2016-05-18,0.0,0.0
000000,2016-05-19,0.0,0.0
000000,2016-05-20,0.0,0.0
000000,2016-05-21,0.0,0.0
000000,2016-05-22,0.0,0.0
000000,2016-05-23,0.0,0.0
000000,2016-05-24,0.0,0.0
000000,2016-05-25,0.0,0.0
000000,2016-05-26,0.0,0.0
000000,2016-05-27,0.0,0.0
000000,2016-05-28,0.0,0.0
000000,2016-05-29,0.0,0.0
000000,2016-05-30,0.0,0.0
000000,2016-05-31,0.0,0.0
000000,2016-06-01,0.0,0.0
000000,2016-06-02,0.0,0.0
000000,2016-06-03,0.0,0.0
000000,2016-06-04,0.0,0.0
000000,2016-06-05,0.0,0.0
000000,2016-06-06,0.0,0.0
000000,2016-06-07,0.0,0.0
000000,2016-06-08,0.0,0.0
000000,2016-06-09,0.0,0.0
000000,2016-06-10,0.0,0.0
000000,2016-06-11,0.0,0.0
000000,2016-06-12,0.0,0.0
000000,2016-06-13,0.0,0.0
000000,2016-06-14,0.0,0.0
000000,2016-06-15,0.0,0.0
000000,2016-06-16,0.0,0.0
000000,2016-06-17,0.0,0.0
000000,2016-06-18,0.0,0.0
000000,2016-06-19,0.0,0.0
000000,2016-06-20,0.0,0.0
000000,2016-06-21,0.0,0.0
000000,2016-06-22,0.0,0.0
000000,2016-06-23,0.0,0.0
000000,2016-06-24,0.0,0.0
000000,2016-06-25,0.0,0.0
000000,2016-06-26,0.0,0.0
000000,2016-06-27,0.0,0.0
000000,2016-06-28,0.0,0.0
000000,2016-06-29,0.0,0.0
000000,2016-06-30,0.0,0.0
000000,2016-07-01,0.0,0.0
000000,2016-07-02,0.0,0.0
000000,2016-07-03,0.0,0.0
000000,2016-07-04,0.0,0.0
000000,2016-07-05,0.0,0.0
000000,2016-07-06,0.0,0.0
000000,2016-07-07,0.0,0.0
000000,2016-07-08,0.0,0.0
000000,2016-07-09,0.0,0.0
000000,2016-07-10,0.0,0.0
000000,2016-07-11,0.0,0.0
000000,2016-07-12,0.0,0.0
000000,2016-07-13,0.0,0.0
000000,2016-07-14,0.0,0.0
000000,2016-07-15,0.0,0.0
000000,2016-07-16,0.0,0.0
000000,2016-07-17,0.0,0.0
000000,2016-07-18,0.0,0.0
000000,2016-07-19,0.0,0.0
000000,2016-07-20,0.0,0.0
000000,2016-07-21,0.0,0.0
000000,2016-07-22,0.0,0.0
000000,2016-07-23,0.0,0.0
000000,2016-07-26,0.0,0.0
000000,2016-07-27,0.0,0.0
000000,2016-07-28,0.0,0.0
000000,2016-07-29,0.0,0.0
000000,2016-07-30,0.0,0.0
000000,2016-07-31,0.0,0.0
000000,2016-08-01,0.0,0.0
000000,2016-08-02,0.0,0.0
000000,2016-08-03,0.0,0.0
000000,2016-08-04,0.0,0.0
000000,2016-08-11,0.0,0.0
000000,2016-08-12,0.0,0.0
000000,2016-08-13,0.0,0.0
000000,2016-08-14,0.0,0.0
000000,2016-08-15,0.0,0.0
000000,2016-08-16,0.0,0.0
000000,2016-08-17,0.0,0.0
000000,2016-08-18,0.0,0.0
000000,2016-08-19,0.0,0.0
000000,2016-08-20,0.0,0.0
000000,2016-08-21,0.0,0.0
000000,2016-08-22,0.0,0.0
000000,2016-08-23,0.0,0.0
000000,2016-08-24,0.0,0.0
000000,2016-08-25,0.0,0.0
000000,2016-08-26,0.0,0.0
000000,2016-08-27,0.0,0.0
000000,2016-08-28,0.0,0.0
000001,2014-07-18,0.0,0.0
000001,2014-07-22,0.0,0.0
000001,2014-07-23,0.35,2.0
000001,2014-07-24,0.05,0.5
000001,2014-07-25,0.0,0.0
000001,2014-08-04,0.6,2.5
000001,2014-08-05,0.55,2.0
000001,2014-08-06,0.0,0.0
000001,2014-08-07,0.0,0.0
000001,2014-08-08,0.0,0.0
000001,2014-08-09,0.0,0.0
000001,2014-08-10,0.0,0.0
000001,2014-08-11,0.0,0.0
000001,2014-08-12,0.0,0.0
000001,2014-08-14,2.15,8.5
000001,2014-08-15,0.35,2.5
000001,2014-08-16,1.2,4.5
000001,2014-08-17,7.2,53.5
000001,2014-08-18,7.75,108.5
